algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pges,res/networks/insurance,insurance.xbif50002_,8,15,23,33,-0.6249184653961714,-71008.30195601766,2.814814814814815,12.0,64.0,7,2
phc,res/networks/insurance,insurance.xbif50002_,8,15,23,39,-0.560049363243101,-71601.5838224597,3.111111111111111,18.0,66.0,3,0
pfhcbes,res/networks/insurance,insurance.xbif50002_,8,15,29,40,-0.525073469299385,-72314.2447848575,3.925925925925926,30.0,76.0,4,3
pges,res/networks/insurance,insurance.xbif50002_,8,15,29,34,-0.5999700182914489,-70674.51183130384,2.740740740740741,6.0,68.0,8,1
phc,res/networks/insurance,insurance.xbif50002_,8,15,29,40,-0.5427276555744355,-72685.91487752888,4.222222222222222,30.0,84.0,3,0
ges,res/networks/insurance,insurance.xbif50003_,0,5,-1,65,0.0,-95327.45197838428,5.851851851851852,0.0,158.0,0,0
hc,res/networks/insurance,insurance.xbif50003_,1,5,-1,33,0.0,-71644.5583008325,2.5925925925925926,12.0,58.0,9,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,2,37,0.0,-72496.2816979545,3.185185185185185,20.0,66.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,2,27,0.0,-70590.06504688505,2.1481481481481484,6.0,52.0,10,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,2,37,0.0,-72496.2816979545,3.185185185185185,20.0,66.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,3,35,0.0,-72313.90145326275,2.962962962962963,16.0,64.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,3,29,0.0,-71008.19315328146,2.2962962962962963,8.0,54.0,11,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,3,35,0.0,-72313.90145326275,2.962962962962963,16.0,64.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,5,34,0.0,-71575.51675552152,2.740740740740741,16.0,58.0,9,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,5,29,0.0,-71008.19315328146,2.2962962962962963,8.0,54.0,11,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,5,34,0.0,-71575.51675552152,2.740740740740741,16.0,58.0,9,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,7,36,0.0,-72056.30346164315,3.037037037037037,16.0,66.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,7,28,0.0,-70512.80281195437,2.2962962962962963,6.0,56.0,10,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,7,36,0.0,-72056.30346164315,3.037037037037037,16.0,66.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,11,35,0.0,-72313.90145326275,2.962962962962963,16.0,64.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,11,28,0.0,-70881.36076159152,2.2962962962962963,6.0,56.0,10,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,11,35,0.0,-72313.90145326275,2.962962962962963,16.0,64.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,13,39,0.0,-72716.79448621887,3.259259259259259,20.0,68.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,13,28,0.0,-71018.42457487975,2.2222222222222223,6.0,54.0,11,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,13,39,0.0,-72716.79448621887,3.259259259259259,20.0,68.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,17,37,0.0,-72496.2816979545,3.185185185185185,20.0,66.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,17,28,0.0,-70512.80281195437,2.2962962962962963,6.0,56.0,10,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,17,37,0.0,-72496.2816979545,3.185185185185185,20.0,66.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,19,35,0.0,-71834.51065338691,2.740740740740741,16.0,58.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,19,28,0.0,-70881.36076159152,2.2962962962962963,6.0,56.0,10,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,19,35,0.0,-71834.51065338691,2.740740740740741,16.0,58.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,23,40,0.0,-72357.70864008466,3.3333333333333335,22.0,68.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,23,28,0.0,-71018.42457487975,2.2222222222222223,6.0,54.0,11,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,23,40,0.0,-72357.70864008466,3.3333333333333335,22.0,68.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,5,29,33,0.0,-71860.04214813562,2.5925925925925926,14.0,56.0,10,0
pges,res/networks/insurance,insurance.xbif50003_,1,5,29,28,0.0,-71018.42457487975,2.2222222222222223,6.0,54.0,11,1
phc,res/networks/insurance,insurance.xbif50003_,1,5,29,33,0.0,-71860.04214813562,2.5925925925925926,14.0,56.0,10,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,2,36,0.0,-72076.01335604257,3.037037037037037,26.0,56.0,7,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,2,30,0.0,-70515.58024713496,2.4444444444444446,6.0,60.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,2,38,0.0,-71465.02690204862,3.4074074074074074,24.0,68.0,7,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,3,37,0.0,-72591.44352540716,2.962962962962963,20.0,60.0,8,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,3,31,0.0,-71224.13853050991,2.6666666666666665,12.0,60.0,9,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,3,38,0.0,-72544.38303614371,3.037037037037037,20.0,62.0,8,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,5,49,0.0,-73545.30054305072,4.0,28.0,80.0,7,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,5,29,0.0,-71206.57687875723,2.4444444444444446,8.0,58.0,9,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,5,49,0.0,-73545.30054305072,4.0,28.0,80.0,7,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,7,37,0.0,-73236.71219979237,3.111111111111111,26.0,58.0,8,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,7,30,0.0,-70982.3379942074,2.5925925925925926,12.0,58.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,7,37,0.0,-73236.71219979237,3.111111111111111,26.0,58.0,7,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,11,38,0.0,-72701.51202497564,3.259259259259259,22.0,66.0,7,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,11,32,0.0,-70635.60446281482,2.740740740740741,12.0,62.0,9,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,11,39,0.0,-72139.44834791828,3.037037037037037,22.0,60.0,7,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,13,40,0.0,-72192.33764586701,3.6296296296296298,30.0,68.0,7,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,13,35,0.0,-70885.38587776833,2.962962962962963,16.0,64.0,11,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,13,38,0.0,-72160.8970252514,3.4814814814814814,28.0,66.0,7,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,17,38,0.0,-71801.01347373257,2.962962962962963,20.0,60.0,11,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,17,27,0.0,-70243.85869535357,2.1481481481481484,2.0,56.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,17,47,0.0,-72230.59705262585,3.8518518518518516,28.0,76.0,7,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,19,48,0.0,-73473.42745056015,4.444444444444445,30.0,90.0,8,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,19,31,0.0,-71069.56097408832,2.5925925925925926,8.0,62.0,9,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,19,51,0.0,-73482.93815045484,5.185185185185185,40.0,100.0,7,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,23,29,0.0,-71160.78571047456,2.3703703703703702,12.0,52.0,7,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,23,28,0.0,-70512.80281195437,2.3703703703703702,8.0,56.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,23,30,0.0,-71651.26807992312,2.5185185185185186,16.0,52.0,7,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,5,29,36,0.0,-71790.84046606655,2.814814814814815,16.0,60.0,7,0
pges,res/networks/insurance,insurance.xbif50003_,2,5,29,27,0.0,-70641.0552192505,2.1481481481481484,6.0,52.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,2,5,29,42,0.0,-72504.6992036704,3.4814814814814814,26.0,68.0,8,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,2,36,0.0,-71074.70325564375,3.111111111111111,22.0,62.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,2,36,0.0,-71626.53008031372,2.962962962962963,18.0,62.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,2,41,0.0,-71664.39792265475,3.7037037037037037,30.0,70.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,3,42,0.0,-72100.8393420121,3.7037037037037037,26.0,74.0,7,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,3,36,0.0,-71803.34927900184,2.962962962962963,16.0,64.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,3,50,0.0,-73104.82049068826,4.592592592592593,32.0,92.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,5,47,0.0,-72991.85351082703,4.37037037037037,36.0,82.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,5,31,0.0,-71168.7296942443,2.6666666666666665,12.0,60.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,5,45,0.0,-72896.71306025643,4.074074074074074,28.0,82.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,7,30,0.0,-71464.5633102445,2.6666666666666665,8.0,64.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,7,29,0.0,-71062.60083295694,2.3703703703703702,8.0,56.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,7,32,0.0,-72490.65437533356,3.185185185185185,16.0,70.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,11,40,0.0,-72391.58525696147,3.3333333333333335,28.0,62.0,8,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,11,31,0.0,-70986.62210659799,2.5925925925925926,10.0,60.0,9,1
phc,res/networks/insurance,insurance.xbif50003_,4,5,11,42,0.0,-73028.92908636684,4.0,30.0,78.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,13,38,0.0,-72199.55687735566,3.259259259259259,24.0,64.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,13,31,0.0,-71094.42498125095,2.814814814814815,8.0,68.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,13,37,0.0,-72189.67101608933,2.888888888888889,18.0,60.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,17,44,0.0,-73633.17405573839,4.296296296296297,38.0,78.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,17,34,0.0,-71308.7125722425,2.888888888888889,16.0,62.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,17,43,0.0,-73112.9424341892,4.296296296296297,42.0,74.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,19,41,0.0,-72435.83461745337,3.185185185185185,24.0,62.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,19,46,0.0,-71855.77718810106,4.0,30.0,78.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,19,37,0.0,-72502.49071329857,3.259259259259259,16.0,72.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,23,31,0.0,-70729.64832212632,2.4444444444444446,8.0,58.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,23,32,0.0,-71644.04267992325,2.5925925925925926,14.0,56.0,6,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,23,41,0.0,-72448.17010386042,3.8518518518518516,28.0,76.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,4,5,29,42,0.0,-72414.65860041538,3.7777777777777777,34.0,68.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,4,5,29,33,0.0,-71582.27916588324,2.888888888888889,12.0,66.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,4,5,29,42,0.0,-72503.68319080635,3.7037037037037037,32.0,68.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,2,41,0.0,-72378.80822359193,4.074074074074074,34.0,76.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,2,35,0.0,-71958.34721195245,2.814814814814815,16.0,60.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,6,5,2,41,0.0,-72121.7408848625,3.925925925925926,34.0,72.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,3,35,0.0,-71409.54821542812,2.962962962962963,14.0,66.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,3,35,0.0,-71219.325188427,2.962962962962963,18.0,62.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,6,5,3,39,0.0,-72889.33365923118,3.5555555555555554,24.0,72.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,5,36,0.0,-71580.07871374133,3.259259259259259,28.0,60.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,5,40,0.0,-73117.52457961593,3.5555555555555554,20.0,76.0,4,0
phc,res/networks/insurance,insurance.xbif50003_,6,5,5,43,0.0,-72438.9051332405,4.0,32.0,76.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,7,28,0.0,-70950.78581748539,2.2222222222222223,8.0,52.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,7,36,0.0,-72388.40534627798,2.962962962962963,16.0,64.0,5,0
phc,res/networks/insurance,insurance.xbif50003_,6,5,7,28,0.0,-70950.78581748539,2.2222222222222223,8.0,52.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,11,37,0.0,-72400.10328300473,3.4074074074074074,22.0,70.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,11,37,0.0,-71808.45309843743,3.185185185185185,18.0,68.0,6,0
phc,res/networks/insurance,insurance.xbif50003_,6,5,11,37,0.0,-72400.10328300473,3.4074074074074074,22.0,70.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,13,40,0.0,-72535.17627804531,3.185185185185185,22.0,64.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,13,37,0.0,-71333.54867485941,3.111111111111111,16.0,68.0,11,1
phc,res/networks/insurance,insurance.xbif50003_,6,5,13,40,0.0,-72535.17627804531,3.185185185185185,22.0,64.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,17,44,0.0,-72950.07205700954,3.925925925925926,28.0,78.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,17,37,0.0,-71666.05355873537,3.037037037037037,14.0,68.0,5,0
phc,res/networks/insurance,insurance.xbif50003_,6,5,17,44,0.0,-72950.07205700954,3.925925925925926,28.0,78.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,19,44,0.0,-72635.65531949946,3.7777777777777777,26.0,76.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,19,41,0.0,-72072.83319866352,3.5555555555555554,24.0,72.0,6,0
phc,res/networks/insurance,insurance.xbif50003_,6,5,19,44,0.0,-72635.65531949946,3.7777777777777777,26.0,76.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,23,35,0.0,-72358.81385128119,3.111111111111111,16.0,68.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,23,36,0.0,-72494.67044988791,3.4814814814814814,22.0,72.0,8,1
phc,res/networks/insurance,insurance.xbif50003_,6,5,23,41,0.0,-73629.9415531652,3.7037037037037037,28.0,72.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,6,5,29,39,0.0,-71849.6297671759,3.3333333333333335,24.0,66.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,6,5,29,37,0.0,-72508.03239686048,3.3333333333333335,20.0,70.0,6,0
phc,res/networks/insurance,insurance.xbif50003_,6,5,29,39,0.0,-71881.20769397779,3.4074074074074074,28.0,64.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,2,48,0.0,-73145.68922835332,4.518518518518518,48.0,74.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,2,44,0.0,-72978.64115866034,4.222222222222222,40.0,74.0,8,1
phc,res/networks/insurance,insurance.xbif50003_,8,5,2,45,0.0,-72396.84845725959,4.0,34.0,74.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,3,32,0.0,-71055.30469494087,2.740740740740741,14.0,60.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,3,41,0.0,-72368.16346494196,3.4814814814814814,22.0,72.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,8,5,3,34,0.0,-71882.00271781234,2.740740740740741,18.0,56.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,5,45,0.0,-72490.49762363007,3.7037037037037037,28.0,72.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,5,37,0.0,-71519.50075660237,3.3333333333333335,20.0,70.0,6,0
phc,res/networks/insurance,insurance.xbif50003_,8,5,5,41,0.0,-72067.54874093577,3.4074074074074074,24.0,68.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,7,39,0.0,-71438.39556133685,3.4074074074074074,22.0,70.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,7,34,0.0,-71263.19310457428,2.962962962962963,18.0,62.0,8,1
phc,res/networks/insurance,insurance.xbif50003_,8,5,7,40,0.0,-72624.82716582106,3.4074074074074074,24.0,68.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,11,39,0.0,-72369.03982604523,3.185185185185185,26.0,60.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,11,43,0.0,-72214.37197604279,3.8518518518518516,28.0,76.0,5,0
phc,res/networks/insurance,insurance.xbif50003_,8,5,11,39,0.0,-72369.03982604523,3.185185185185185,26.0,60.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,13,32,0.0,-71446.22054439114,2.5185185185185186,10.0,58.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,13,30,0.0,-72235.96843110933,2.3703703703703702,10.0,54.0,4,1
phc,res/networks/insurance,insurance.xbif50003_,8,5,13,36,0.0,-72059.03258433708,3.037037037037037,22.0,60.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,17,37,0.0,-72417.99076687972,3.3333333333333335,16.0,74.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,17,37,0.0,-72700.57350280536,3.185185185185185,22.0,64.0,5,1
phc,res/networks/insurance,insurance.xbif50003_,8,5,17,41,0.0,-71961.58534270524,3.7037037037037037,34.0,66.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,19,42,0.0,-71858.57891788789,3.8518518518518516,30.0,74.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,19,41,0.0,-72001.21226848157,3.7037037037037037,26.0,74.0,5,2
phc,res/networks/insurance,insurance.xbif50003_,8,5,19,40,0.0,-72165.95721958512,3.5555555555555554,28.0,68.0,5,1
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,23,40,0.0,-72794.53025014306,3.5555555555555554,18.0,78.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,8,5,23,34,0.0,-71569.26742898536,2.962962962962963,22.0,58.0,6,1
phc,res/networks/insurance,insurance.xbif50003_,8,5,23,39,0.0,-73654.54127812677,3.5555555555555554,24.0,72.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,8,5,29,38,0.0,-71520.03934450066,3.185185185185185,20.0,66.0,5,1
pges,res/networks/insurance,insurance.xbif50003_,8,5,29,37,0.0,-72541.64465551072,3.3333333333333335,18.0,72.0,6,1
phc,res/networks/insurance,insurance.xbif50003_,8,5,29,44,0.0,-72343.711564575,4.0,40.0,68.0,4,0
ges,res/networks/insurance,insurance.xbif50003_,0,10,-1,60,0.0,-86678.38658280138,5.481481481481482,0.0,148.0,0,0
hc,res/networks/insurance,insurance.xbif50003_,1,10,-1,33,0.0,-71644.5583008325,2.5925925925925926,12.0,58.0,5,1
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,2,35,0.0,-71867.75923749816,2.740740740740741,16.0,58.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,2,29,0.0,-71008.19315328145,2.2962962962962963,8.0,54.0,9,1
phc,res/networks/insurance,insurance.xbif50003_,1,10,2,35,0.0,-71867.75923749816,2.740740740740741,16.0,58.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,3,39,0.0,-72716.79448621887,3.259259259259259,20.0,68.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,3,29,0.0,-71008.19315328145,2.2962962962962963,8.0,54.0,9,1
phc,res/networks/insurance,insurance.xbif50003_,1,10,3,39,0.0,-72716.79448621887,3.259259259259259,20.0,68.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,5,36,0.0,-72056.30346164315,3.037037037037037,16.0,66.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,5,28,0.0,-70512.80281195436,2.2962962962962963,6.0,56.0,6,1
phc,res/networks/insurance,insurance.xbif50003_,1,10,5,36,0.0,-72056.30346164315,3.037037037037037,16.0,66.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,7,38,0.0,-72430.66845141951,3.185185185185185,18.0,68.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,7,28,0.0,-70640.16679060423,2.3703703703703702,8.0,56.0,7,1
phc,res/networks/insurance,insurance.xbif50003_,1,10,7,38,0.0,-72430.66845141951,3.185185185185185,18.0,68.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,11,35,0.0,-71945.3435036256,2.962962962962963,16.0,64.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,11,29,0.0,-71008.19315328145,2.2962962962962963,8.0,54.0,9,1
phc,res/networks/insurance,insurance.xbif50003_,1,10,11,35,0.0,-71945.3435036256,2.962962962962963,16.0,64.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,13,35,0.0,-71778.82017398809,2.888888888888889,16.0,62.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,13,29,0.0,-71008.19315328145,2.2962962962962963,8.0,54.0,9,2
phc,res/networks/insurance,insurance.xbif50003_,1,10,13,35,0.0,-71778.82017398809,2.888888888888889,16.0,62.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,17,38,0.0,-72062.11050178234,3.259259259259259,20.0,68.0,6,1
pges,res/networks/insurance,insurance.xbif50003_,1,10,17,29,0.0,-71008.19315328145,2.2962962962962963,8.0,54.0,9,2
phc,res/networks/insurance,insurance.xbif50003_,1,10,17,38,0.0,-72062.11050178234,3.259259259259259,20.0,68.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,19,35,0.0,-71867.75923749816,2.740740740740741,16.0,58.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,19,29,0.0,-70639.6352036443,2.2962962962962963,8.0,54.0,9,1
phc,res/networks/insurance,insurance.xbif50003_,1,10,19,35,0.0,-71867.75923749816,2.740740740740741,16.0,58.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,23,35,0.0,-72313.90145326276,2.962962962962963,16.0,64.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,23,28,0.0,-70881.36076159151,2.2962962962962963,6.0,56.0,6,1
phc,res/networks/insurance,insurance.xbif50003_,1,10,23,35,0.0,-72313.90145326276,2.962962962962963,16.0,64.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,1,10,29,33,0.0,-71860.04214813562,2.5925925925925926,14.0,56.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,1,10,29,28,0.0,-70628.52309785216,2.2222222222222223,6.0,54.0,6,1
phc,res/networks/insurance,insurance.xbif50003_,1,10,29,33,0.0,-71860.04214813562,2.5925925925925926,14.0,56.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,10,2,28,0.0,-70709.76817662467,2.2222222222222223,6.0,54.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,2,10,2,31,0.0,-71909.13661255791,2.5185185185185186,14.0,54.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,2,10,2,30,0.0,-70761.04899510735,2.4444444444444446,10.0,56.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,10,3,33,0.0,-71059.87631455337,2.6666666666666665,16.0,56.0,7,0
pges,res/networks/insurance,insurance.xbif50003_,2,10,3,29,0.0,-70640.78655160413,2.2962962962962963,10.0,52.0,9,0
phc,res/networks/insurance,insurance.xbif50003_,2,10,3,33,0.0,-71059.87631455337,2.6666666666666665,16.0,56.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,10,5,28,0.0,-70855.21314988098,2.1481481481481484,4.0,54.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,2,10,5,31,0.0,-70724.09650814079,2.5185185185185186,8.0,60.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,2,10,5,30,0.0,-70853.79313427479,2.2962962962962963,6.0,56.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,10,7,27,0.0,-71032.27287780329,2.074074074074074,2.0,54.0,5,0
pges,res/networks/insurance,insurance.xbif50003_,2,10,7,32,0.0,-70992.91851303962,2.5925925925925926,14.0,56.0,8,0
phc,res/networks/insurance,insurance.xbif50003_,2,10,7,28,0.0,-70992.39481123,2.1481481481481484,4.0,54.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,10,11,35,0.0,-71678.1168999425,2.962962962962963,18.0,62.0,9,0
pges,res/networks/insurance,insurance.xbif50003_,2,10,11,32,0.0,-70829.06609615873,2.6666666666666665,12.0,60.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,2,10,11,38,0.0,-71907.65330757943,3.4074074074074074,24.0,68.0,6,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,10,13,41,0.0,-72237.17546632017,3.7037037037037037,32.0,68.0,4,0
pges,res/networks/insurance,insurance.xbif50003_,2,10,13,29,0.0,-71706.96157126529,2.4444444444444446,14.0,52.0,7,0
phc,res/networks/insurance,insurance.xbif50003_,2,10,13,40,0.0,-72146.30866242174,3.7037037037037037,32.0,68.0,4,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,10,17,40,0.0,-71784.89974014692,3.5555555555555554,28.0,68.0,6,0
pges,res/networks/insurance,insurance.xbif50003_,2,10,17,30,0.0,-70731.72296773468,2.5185185185185186,10.0,58.0,6,1
phc,res/networks/insurance,insurance.xbif50003_,2,10,17,38,0.0,-71453.3972009496,3.3333333333333335,22.0,68.0,5,0
pfhcbes,res/networks/insurance,insurance.xbif50003_,2,10,19,29,0.0,-70606.48337997984,2.2962962962962963,8.0,54.0,5,0
